"","metric","variable","value","year","month","raw_value","untrans_value"
"817","Free Cash Flow/Sales %","X2016.12",0.2336,"2016","12","23.36",23.36
"818","Free Cash Flow/Net Income","X2016.12",18.53,"2016","12","18.53",18.53
"819","Cash & Short-Term Investments","X2016.12",2.86,"2016","12","2.86",2.86
"820","Accounts Receivable","X2016.12",2.9,"2016","12","2.90",2.9
"821","Inventory","X2016.12",NA,"2016","12","",NA
"822","Other Current Assets","X2016.12",NA,"2016","12","",NA
"823","Total Current Assets","X2016.12",NA,"2016","12","",NA
"824","Net PP&E","X2016.12",NA,"2016","12","",NA
"825","Intangibles","X2016.12",1.03,"2016","12","1.03",1.03
"826","Other Long-Term Assets","X2016.12",NA,"2016","12","",NA
"827","Total Assets","X2016.12",100,"2016","12","100.00",100
"828","Accounts Payable","X2016.12",3.99,"2016","12","3.99",3.99
"829","Short-Term Debt","X2016.12",0.03,"2016","12","0.03",0.03
"830","Taxes Payable","X2016.12",NA,"2016","12","",NA
"831","Accrued Liabilities","X2016.12",NA,"2016","12","",NA
"832","Other Short-Term Liabilities","X2016.12",NA,"2016","12","",NA
"833","Total Current Liabilities","X2016.12",NA,"2016","12","",NA
"834","Long-Term Debt","X2016.12",2.19,"2016","12","2.19",2.19
"835","Other Long-Term Liabilities","X2016.12",NA,"2016","12","",NA
"836","Total Liabilities","X2016.12",92.51,"2016","12","92.51",92.51
"837","Total Stockholders' Equity","X2016.12",7.49,"2016","12","7.49",7.49
"838","Total Liabilities & Equity","X2016.12",100,"2016","12","100.00",100
"839","Current Ratio","X2016.12",NA,"2016","12","",NA
"840","Quick Ratio","X2016.12",NA,"2016","12","",NA
"841","Financial Leverage","X2016.12",13.35,"2016","12","13.35",13.35
"842","Debt/Equity","X2016.12",0.29,"2016","12","0.29",0.29
"843","Days Sales Outstanding","X2016.12",NA,"2016","12","",NA
"844","Days Inventory","X2016.12",NA,"2016","12","",NA
"845","Payables Period","X2016.12",NA,"2016","12","",NA
"846","Cash Conversion Cycle","X2016.12",NA,"2016","12","",NA
"847","Receivables Turnover","X2016.12",NA,"2016","12","",NA
"848","Inventory Turnover","X2016.12",NA,"2016","12","",NA
"849","Fixed Assets Turnover","X2016.12",NA,"2016","12","",NA
"850","Asset Turnover","X2016.12",0.07,"2016","12","0.07",0.07
"851","Revenue USD Mil","TTM",61312000000,NA,NA,"61,312",61312
"852","Gross Margin %","TTM",NA,NA,NA,"",NA
"853","Operating Income USD Mil","TTM",-2300000000,NA,NA,"-2,300",-2300
"854","Operating Margin %","TTM",-0.038,NA,NA,"-3.8",-3.8
"855","Net Income USD Mil","TTM",-575000000,NA,NA,"-575",-575
"856","Earnings Per Share USD","TTM",-0.61,NA,NA,"-0.61",-0.61
"857","Dividends USD","TTM",1.6,NA,NA,"1.60",1.6
"858","Payout Ratio % *","TTM",NA,NA,NA,"",NA
"859","Shares Mil","TTM",1106000000,NA,NA,"1,106",1106
"860","Book Value Per Share * USD","TTM",63.13,NA,NA,"63.13",63.13
"861","Operating Cash Flow USD Mil","TTM",15012000000,NA,NA,"15,012",15012
"862","Cap Spending USD Mil","TTM",NA,NA,NA,"",NA
"863","Free Cash Flow USD Mil","TTM",15012000000,NA,NA,"15,012",15012
"864","Free Cash Flow Per Share * USD","TTM",NA,NA,NA,"",NA
"865","Working Capital USD Mil","TTM",NA,NA,NA,"",NA
"866","Revenue","TTM",100,NA,NA,"100.00",100
"867","COGS","TTM",NA,NA,NA,"",NA
"868","Gross Margin","TTM",NA,NA,NA,"",NA
"869","SG&A","TTM",19.38,NA,NA,"19.38",19.38
"870","R&D","TTM",NA,NA,NA,"",NA
"871","Other","TTM",84.37,NA,NA,"84.37",84.37
"872","Operating Margin","TTM",-3.75,NA,NA,"-3.75",-3.75
"873","Net Int Inc & Other","TTM",NA,NA,NA,"",NA
"874","EBT Margin","TTM",-3.75,NA,NA,"-3.75",-3.75
"875","Tax Rate %","TTM",NA,NA,NA,"",NA
"876","Net Margin %","TTM",-0.0111,NA,NA,"-1.11",-1.11
"877","Asset Turnover (Average)","TTM",0.07,NA,NA,"0.07",0.07
"878","Return on Assets %","TTM",-0.0007,NA,NA,"-0.07",-0.07
"879","Financial Leverage (Average)","TTM",13.47,NA,NA,"13.47",13.47
"880","Return on Equity %","TTM",-0.0094,NA,NA,"-0.94",-0.94
"881","Return on Invested Capital %","TTM",NA,NA,NA,"",NA
"882","Interest Coverage","TTM",NA,NA,NA,"",NA
"883","Year over Year","TTM",-11.74,NA,NA,"-11.74",-11.74
"884","3-Year Average","TTM",NA,NA,NA,"",NA
"885","5-Year Average","TTM",NA,NA,NA,"",NA
"886","10-Year Average","TTM",NA,NA,NA,"",NA
"887","Year over Year","TTM",-72.04,NA,NA,"-72.04",-72.04
"888","3-Year Average","TTM",NA,NA,NA,"",NA
"889","5-Year Average","TTM",NA,NA,NA,"",NA
"890","10-Year Average","TTM",NA,NA,NA,"",NA
"891","Year over Year","TTM",NA,NA,NA,"",NA
"892","3-Year Average","TTM",NA,NA,NA,"",NA
"893","5-Year Average","TTM",NA,NA,NA,"",NA
"894","10-Year Average","TTM",NA,NA,NA,"",NA
"895","Year over Year","TTM",-62.12,NA,NA,"-62.12",-62.12
"896","3-Year Average","TTM",NA,NA,NA,"",NA
"897","5-Year Average","TTM",NA,NA,NA,"",NA
"898","10-Year Average","TTM",NA,NA,NA,"",NA
"899","Operating Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"900","Free Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"901","Cap Ex as a % of Sales","TTM",NA,NA,NA,"",NA
"902","Free Cash Flow/Sales %","TTM",0.2448,NA,NA,"24.48",24.48
"903","Free Cash Flow/Net Income","TTM",-26.11,NA,NA,"-26.11",-26.11
"904","Cash & Short-Term Investments","TTM",2.99,NA,NA,"2.99",2.99
"905","Accounts Receivable","TTM",2.84,NA,NA,"2.84",2.84
"906","Inventory","TTM",NA,NA,NA,"",NA
"907","Other Current Assets","TTM",NA,NA,NA,"",NA
"908","Total Current Assets","TTM",NA,NA,NA,"",NA
"909","Net PP&E","TTM",NA,NA,NA,"",NA
"910","Intangibles","TTM",1.02,NA,NA,"1.02",1.02
"911","Other Long-Term Assets","TTM",NA,NA,NA,"",NA
"912","Total Assets","TTM",100,NA,NA,"100.00",100
"913","Accounts Payable","TTM",3.89,NA,NA,"3.89",3.89
"914","Short-Term Debt","TTM",0.03,NA,NA,"0.03",0.03
"915","Taxes Payable","TTM",NA,NA,NA,"",NA
"916","Accrued Liabilities","TTM",NA,NA,NA,"",NA
"917","Other Short-Term Liabilities","TTM",NA,NA,NA,"",NA
"918","Total Current Liabilities","TTM",NA,NA,NA,"",NA
"919","Long-Term Debt","TTM",2.15,NA,NA,"2.15",2.15
"920","Other Long-Term Liabilities","TTM",NA,NA,NA,"",NA
"921","Total Liabilities","TTM",92.57,NA,NA,"92.57",92.57
"922","Total Stockholders' Equity","TTM",7.43,NA,NA,"7.43",7.43
"923","Total Liabilities & Equity","TTM",100,NA,NA,"100.00",100
"924","Current Ratio","TTM",NA,NA,NA,"",NA
"925","Quick Ratio","TTM",NA,NA,NA,"",NA
"926","Financial Leverage","TTM",13.47,NA,NA,"13.47",13.47
"927","Debt/Equity","TTM",0.29,NA,NA,"0.29",0.29
"928","Days Sales Outstanding","TTM",NA,NA,NA,"",NA
"929","Days Inventory","TTM",NA,NA,NA,"",NA
"930","Payables Period","TTM",NA,NA,NA,"",NA
"931","Cash Conversion Cycle","TTM",NA,NA,NA,"",NA
"932","Receivables Turnover","TTM",NA,NA,NA,"",NA
"933","Inventory Turnover","TTM",NA,NA,NA,"",NA
"934","Fixed Assets Turnover","TTM",NA,NA,NA,"",NA
"935","Asset Turnover","TTM",0.07,NA,NA,"0.07",0.07
