"","metric","variable","value","year","month","raw_value","untrans_value"
"808","5-Year Average","X2016.09",1.29,"2016","09","1.29",1.29
"809","10-Year Average","X2016.09",4.47,"2016","09","4.47",4.47
"810","Year over Year","X2016.09",-26.4,"2016","09","-26.40",-26.4
"811","3-Year Average","X2016.09",-5.51,"2016","09","-5.51",-5.51
"812","5-Year Average","X2016.09",-0.97,"2016","09","-0.97",-0.97
"813","10-Year Average","X2016.09",-0.25,"2016","09","-0.25",-0.25
"814","Operating Cash Flow Growth % YOY","X2016.09",NA,"2016","09","",NA
"815","Free Cash Flow Growth % YOY","X2016.09",NA,"2016","09","",NA
"816","Cap Ex as a % of Sales","X2016.09",0.0164,"2016","09","1.64",1.64
"817","Free Cash Flow/Sales %","X2016.09",0.5117,"2016","09","51.17",51.17
"818","Free Cash Flow/Net Income","X2016.09",1.84,"2016","09","1.84",1.84
"819","Cash & Short-Term Investments","X2016.09",3.25,"2016","09","3.25",3.25
"820","Accounts Receivable","X2016.09",NA,"2016","09","",NA
"821","Inventory","X2016.09",NA,"2016","09","",NA
"822","Other Current Assets","X2016.09",NA,"2016","09","",NA
"823","Total Current Assets","X2016.09",NA,"2016","09","",NA
"824","Net PP&E","X2016.09",0.24,"2016","09","0.24",0.24
"825","Intangibles","X2016.09",0.84,"2016","09","0.84",0.84
"826","Other Long-Term Assets","X2016.09",NA,"2016","09","",NA
"827","Total Assets","X2016.09",100,"2016","09","100.00",100
"828","Accounts Payable","X2016.09",0.97,"2016","09","0.97",0.97
"829","Short-Term Debt","X2016.09",10.21,"2016","09","10.21",10.21
"830","Taxes Payable","X2016.09",NA,"2016","09","",NA
"831","Accrued Liabilities","X2016.09",NA,"2016","09","",NA
"832","Other Short-Term Liabilities","X2016.09",NA,"2016","09","",NA
"833","Total Current Liabilities","X2016.09",NA,"2016","09","",NA
"834","Long-Term Debt","X2016.09",2.4,"2016","09","2.40",2.4
"835","Other Long-Term Liabilities","X2016.09",NA,"2016","09","",NA
"836","Total Liabilities","X2016.09",93.68,"2016","09","93.68",93.68
"837","Total Stockholders' Equity","X2016.09",6.32,"2016","09","6.32",6.32
"838","Total Liabilities & Equity","X2016.09",100,"2016","09","100.00",100
"839","Current Ratio","X2016.09",NA,"2016","09","",NA
"840","Quick Ratio","X2016.09",NA,"2016","09","",NA
"841","Financial Leverage","X2016.09",15.82,"2016","09","15.82",15.82
"842","Debt/Equity","X2016.09",0.38,"2016","09","0.38",0.38
"843","Days Sales Outstanding","X2016.09",NA,"2016","09","",NA
"844","Days Inventory","X2016.09",NA,"2016","09","",NA
"845","Payables Period","X2016.09",NA,"2016","09","",NA
"846","Cash Conversion Cycle","X2016.09",NA,"2016","09","",NA
"847","Receivables Turnover","X2016.09",NA,"2016","09","",NA
"848","Inventory Turnover","X2016.09",NA,"2016","09","",NA
"849","Fixed Assets Turnover","X2016.09",9.28,"2016","09","9.28",9.28
"850","Asset Turnover","X2016.09",0.02,"2016","09","0.02",0.02
"851","Revenue AUD Mil","TTM",20260000000,NA,NA,"20,260",20260
"852","Gross Margin %","TTM",NA,NA,NA,"",NA
"853","Operating Income AUD Mil","TTM",8842000000,NA,NA,"8,842",8842
"854","Operating Margin %","TTM",0.436,NA,NA,"43.6",43.6
"855","Net Income AUD Mil","TTM",5882000000,NA,NA,"5,882",5882
"856","Earnings Per Share AUD","TTM",1.96,NA,NA,"1.96",1.96
"857","Dividends AUD","TTM",2.29,NA,NA,"2.29",2.29
"858","Payout Ratio % *","TTM",1.164,NA,NA,"116.4",116.4
"859","Shares Mil","TTM",2995000000,NA,NA,"2,995",2995
"860","Book Value Per Share * AUD","TTM",19.68,NA,NA,"19.68",19.68
"861","Operating Cash Flow AUD Mil","TTM",14566000000,NA,NA,"14,566",14566
"862","Cap Spending AUD Mil","TTM",-268000000,NA,NA,"-268",-268
"863","Free Cash Flow AUD Mil","TTM",14298000000,NA,NA,"14,298",14298
"864","Free Cash Flow Per Share * AUD","TTM",NA,NA,NA,"",NA
"865","Working Capital AUD Mil","TTM",NA,NA,NA,"",NA
"866","Revenue","TTM",100,NA,NA,"100.00",100
"867","COGS","TTM",NA,NA,NA,"",NA
"868","Gross Margin","TTM",NA,NA,NA,"",NA
"869","SG&A","TTM",29.99,NA,NA,"29.99",29.99
"870","R&D","TTM",NA,NA,NA,"",NA
"871","Other","TTM",24.7,NA,NA,"24.70",24.7
"872","Operating Margin","TTM",43.64,NA,NA,"43.64",43.64
"873","Net Int Inc & Other","TTM",-8.61,NA,NA,"-8.61",-8.61
"874","EBT Margin","TTM",36.7,NA,NA,"36.70",36.7
"875","Tax Rate %","TTM",0.3331,NA,NA,"33.31",33.31
"876","Net Margin %","TTM",0.2903,NA,NA,"29.03",29.03
"877","Asset Turnover (Average)","TTM",0.02,NA,NA,"0.02",0.02
"878","Return on Assets %","TTM",0.0065,NA,NA,"0.65",0.65
"879","Financial Leverage (Average)","TTM",15.82,NA,NA,"15.82",15.82
"880","Return on Equity %","TTM",0.1022,NA,NA,"10.22",10.22
"881","Return on Invested Capital %","TTM",NA,NA,NA,"",NA
"882","Interest Coverage","TTM",NA,NA,NA,"",NA
"883","Year over Year","TTM",NA,NA,NA,"",NA
"884","3-Year Average","TTM",NA,NA,NA,"",NA
"885","5-Year Average","TTM",NA,NA,NA,"",NA
"886","10-Year Average","TTM",NA,NA,NA,"",NA
"887","Year over Year","TTM",NA,NA,NA,"",NA
"888","3-Year Average","TTM",NA,NA,NA,"",NA
"889","5-Year Average","TTM",NA,NA,NA,"",NA
"890","10-Year Average","TTM",NA,NA,NA,"",NA
"891","Year over Year","TTM",NA,NA,NA,"",NA
"892","3-Year Average","TTM",NA,NA,NA,"",NA
"893","5-Year Average","TTM",NA,NA,NA,"",NA
"894","10-Year Average","TTM",NA,NA,NA,"",NA
"895","Year over Year","TTM",NA,NA,NA,"",NA
"896","3-Year Average","TTM",NA,NA,NA,"",NA
"897","5-Year Average","TTM",NA,NA,NA,"",NA
"898","10-Year Average","TTM",NA,NA,NA,"",NA
"899","Operating Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"900","Free Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"901","Cap Ex as a % of Sales","TTM",0.0132,NA,NA,"1.32",1.32
"902","Free Cash Flow/Sales %","TTM",0.7057,NA,NA,"70.57",70.57
"903","Free Cash Flow/Net Income","TTM",2.43,NA,NA,"2.43",2.43
"904","Cash & Short-Term Investments","TTM",3.25,NA,NA,"3.25",3.25
"905","Accounts Receivable","TTM",NA,NA,NA,"",NA
"906","Inventory","TTM",NA,NA,NA,"",NA
"907","Other Current Assets","TTM",NA,NA,NA,"",NA
"908","Total Current Assets","TTM",NA,NA,NA,"",NA
"909","Net PP&E","TTM",0.24,NA,NA,"0.24",0.24
"910","Intangibles","TTM",0.84,NA,NA,"0.84",0.84
"911","Other Long-Term Assets","TTM",NA,NA,NA,"",NA
"912","Total Assets","TTM",100,NA,NA,"100.00",100
"913","Accounts Payable","TTM",0.97,NA,NA,"0.97",0.97
"914","Short-Term Debt","TTM",10.21,NA,NA,"10.21",10.21
"915","Taxes Payable","TTM",NA,NA,NA,"",NA
"916","Accrued Liabilities","TTM",NA,NA,NA,"",NA
"917","Other Short-Term Liabilities","TTM",NA,NA,NA,"",NA
"918","Total Current Liabilities","TTM",NA,NA,NA,"",NA
"919","Long-Term Debt","TTM",2.4,NA,NA,"2.40",2.4
"920","Other Long-Term Liabilities","TTM",NA,NA,NA,"",NA
"921","Total Liabilities","TTM",93.68,NA,NA,"93.68",93.68
"922","Total Stockholders' Equity","TTM",6.32,NA,NA,"6.32",6.32
"923","Total Liabilities & Equity","TTM",100,NA,NA,"100.00",100
"924","Current Ratio","TTM",NA,NA,NA,"",NA
"925","Quick Ratio","TTM",NA,NA,NA,"",NA
"926","Financial Leverage","TTM",15.82,NA,NA,"15.82",15.82
"927","Debt/Equity","TTM",0.38,NA,NA,"0.38",0.38
"928","Days Sales Outstanding","TTM",NA,NA,NA,"",NA
"929","Days Inventory","TTM",NA,NA,NA,"",NA
"930","Payables Period","TTM",NA,NA,NA,"",NA
"931","Cash Conversion Cycle","TTM",NA,NA,NA,"",NA
"932","Receivables Turnover","TTM",NA,NA,NA,"",NA
"933","Inventory Turnover","TTM",NA,NA,NA,"",NA
"934","Fixed Assets Turnover","TTM",9.15,NA,NA,"9.15",9.15
"935","Asset Turnover","TTM",0.02,NA,NA,"0.02",0.02
