"","metric","variable","value","year","month","raw_value","untrans_value"
"807","3-Year Average","X2016.09",-59.88,"2016","09","-59.88",-59.88
"808","5-Year Average","X2016.09",-41.68,"2016","09","-41.68",-41.68
"809","10-Year Average","X2016.09",-22.31,"2016","09","-22.31",-22.31
"810","Year over Year","X2016.09",-96.42,"2016","09","-96.42",-96.42
"811","3-Year Average","X2016.09",-66.05,"2016","09","-66.05",-66.05
"812","5-Year Average","X2016.09",-47.88,"2016","09","-47.88",-47.88
"813","10-Year Average","X2016.09",-28.69,"2016","09","-28.69",-28.69
"814","Operating Cash Flow Growth % YOY","X2016.09",NA,"2016","09","",NA
"815","Free Cash Flow Growth % YOY","X2016.09",NA,"2016","09","",NA
"816","Cap Ex as a % of Sales","X2016.09",0.0483,"2016","09","4.83",4.83
"817","Free Cash Flow/Sales %","X2016.09",0.8454,"2016","09","84.54",84.54
"818","Free Cash Flow/Net Income","X2016.09",43.52,"2016","09","43.52",43.52
"819","Cash & Short-Term Investments","X2016.09",6.13,"2016","09","6.13",6.13
"820","Accounts Receivable","X2016.09",NA,"2016","09","",NA
"821","Inventory","X2016.09",NA,"2016","09","",NA
"822","Other Current Assets","X2016.09",NA,"2016","09","",NA
"823","Total Current Assets","X2016.09",NA,"2016","09","",NA
"824","Net PP&E","X2016.09",0.18,"2016","09","0.18",0.18
"825","Intangibles","X2016.09",0.68,"2016","09","0.68",0.68
"826","Other Long-Term Assets","X2016.09",NA,"2016","09","",NA
"827","Total Assets","X2016.09",100,"2016","09","100.00",100
"828","Accounts Payable","X2016.09",NA,"2016","09","",NA
"829","Short-Term Debt","X2016.09",27.17,"2016","09","27.17",27.17
"830","Taxes Payable","X2016.09",NA,"2016","09","",NA
"831","Accrued Liabilities","X2016.09",NA,"2016","09","",NA
"832","Other Short-Term Liabilities","X2016.09",NA,"2016","09","",NA
"833","Total Current Liabilities","X2016.09",NA,"2016","09","",NA
"834","Long-Term Debt","X2016.09",NA,"2016","09","",NA
"835","Other Long-Term Liabilities","X2016.09",NA,"2016","09","",NA
"836","Total Liabilities","X2016.09",93.4,"2016","09","93.40",93.4
"837","Total Stockholders' Equity","X2016.09",6.6,"2016","09","6.60",6.6
"838","Total Liabilities & Equity","X2016.09",100,"2016","09","100.00",100
"839","Current Ratio","X2016.09",NA,"2016","09","",NA
"840","Quick Ratio","X2016.09",NA,"2016","09","",NA
"841","Financial Leverage","X2016.09",15.16,"2016","09","15.16",15.16
"842","Debt/Equity","X2016.09",NA,"2016","09","",NA
"843","Days Sales Outstanding","X2016.09",NA,"2016","09","",NA
"844","Days Inventory","X2016.09",NA,"2016","09","",NA
"845","Payables Period","X2016.09",NA,"2016","09","",NA
"846","Cash Conversion Cycle","X2016.09",NA,"2016","09","",NA
"847","Receivables Turnover","X2016.09",NA,"2016","09","",NA
"848","Inventory Turnover","X2016.09",NA,"2016","09","",NA
"849","Fixed Assets Turnover","X2016.09",11.46,"2016","09","11.46",11.46
"850","Asset Turnover","X2016.09",0.02,"2016","09","0.02",0.02
"851","Revenue AUD Mil","TTM",15418000000,NA,NA,"15,418",15418
"852","Gross Margin %","TTM",NA,NA,NA,"",NA
"853","Operating Income AUD Mil","TTM",8349000000,NA,NA,"8,349",8349
"854","Operating Margin %","TTM",0.542,NA,NA,"54.2",54.2
"855","Net Income AUD Mil","TTM",4639000000,NA,NA,"4,639",4639
"856","Earnings Per Share AUD","TTM",1.66,NA,NA,"1.66",1.66
"857","Dividends AUD","TTM",2.83,NA,NA,"2.83",2.83
"858","Payout Ratio % *","TTM",1.167,NA,NA,"116.7",116.7
"859","Shares Mil","TTM",2737000000,NA,NA,"2,737",2737
"860","Book Value Per Share * AUD","TTM",19.17,NA,NA,"19.17",19.17
"861","Operating Cash Flow AUD Mil","TTM",22249000000,NA,NA,"22,249",22249
"862","Cap Spending AUD Mil","TTM",NA,NA,NA,"",NA
"863","Free Cash Flow AUD Mil","TTM",21374000000,NA,NA,"21,374",21374
"864","Free Cash Flow Per Share * AUD","TTM",NA,NA,NA,"",NA
"865","Working Capital AUD Mil","TTM",NA,NA,NA,"",NA
"866","Revenue","TTM",100,NA,NA,"100.00",100
"867","COGS","TTM",NA,NA,NA,"",NA
"868","Gross Margin","TTM",NA,NA,NA,"",NA
"869","SG&A","TTM",40.28,NA,NA,"40.28",40.28
"870","R&D","TTM",NA,NA,NA,"",NA
"871","Other","TTM",2.7,NA,NA,"2.70",2.7
"872","Operating Margin","TTM",54.15,NA,NA,"54.15",54.15
"873","Net Int Inc & Other","TTM",-5.36,NA,NA,"-5.36",-5.36
"874","EBT Margin","TTM",51.66,NA,NA,"51.66",51.66
"875","Tax Rate %","TTM",0.2846,NA,NA,"28.46",28.46
"876","Net Margin %","TTM",0.2938,NA,NA,"29.38",29.38
"877","Asset Turnover (Average)","TTM",0.02,NA,NA,"0.02",0.02
"878","Return on Assets %","TTM",0.0052,NA,NA,"0.52",0.52
"879","Financial Leverage (Average)","TTM",15.16,NA,NA,"15.16",15.16
"880","Return on Equity %","TTM",0.0876,NA,NA,"8.76",8.76
"881","Return on Invested Capital %","TTM",NA,NA,NA,"",NA
"882","Interest Coverage","TTM",NA,NA,NA,"",NA
"883","Year over Year","TTM",NA,NA,NA,"",NA
"884","3-Year Average","TTM",NA,NA,NA,"",NA
"885","5-Year Average","TTM",NA,NA,NA,"",NA
"886","10-Year Average","TTM",NA,NA,NA,"",NA
"887","Year over Year","TTM",NA,NA,NA,"",NA
"888","3-Year Average","TTM",NA,NA,NA,"",NA
"889","5-Year Average","TTM",NA,NA,NA,"",NA
"890","10-Year Average","TTM",NA,NA,NA,"",NA
"891","Year over Year","TTM",NA,NA,NA,"",NA
"892","3-Year Average","TTM",NA,NA,NA,"",NA
"893","5-Year Average","TTM",NA,NA,NA,"",NA
"894","10-Year Average","TTM",NA,NA,NA,"",NA
"895","Year over Year","TTM",NA,NA,NA,"",NA
"896","3-Year Average","TTM",NA,NA,NA,"",NA
"897","5-Year Average","TTM",NA,NA,NA,"",NA
"898","10-Year Average","TTM",NA,NA,NA,"",NA
"899","Operating Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"900","Free Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"901","Cap Ex as a % of Sales","TTM",NA,NA,NA,"",NA
"902","Free Cash Flow/Sales %","TTM",1.3863,NA,NA,"138.63",138.63
"903","Free Cash Flow/Net Income","TTM",4.61,NA,NA,"4.61",4.61
"904","Cash & Short-Term Investments","TTM",NA,NA,NA,"",NA
"905","Accounts Receivable","TTM",NA,NA,NA,"",NA
"906","Inventory","TTM",NA,NA,NA,"",NA
"907","Other Current Assets","TTM",NA,NA,NA,"",NA
"908","Total Current Assets","TTM",NA,NA,NA,"",NA
"909","Net PP&E","TTM",NA,NA,NA,"",NA
"910","Intangibles","TTM",NA,NA,NA,"",NA
"911","Other Long-Term Assets","TTM",NA,NA,NA,"",NA
"912","Total Assets","TTM",NA,NA,NA,"",NA
"913","Accounts Payable","TTM",NA,NA,NA,"",NA
"914","Short-Term Debt","TTM",NA,NA,NA,"",NA
"915","Taxes Payable","TTM",NA,NA,NA,"",NA
"916","Accrued Liabilities","TTM",NA,NA,NA,"",NA
"917","Other Short-Term Liabilities","TTM",NA,NA,NA,"",NA
"918","Total Current Liabilities","TTM",NA,NA,NA,"",NA
"919","Long-Term Debt","TTM",NA,NA,NA,"",NA
"920","Other Long-Term Liabilities","TTM",NA,NA,NA,"",NA
"921","Total Liabilities","TTM",NA,NA,NA,"",NA
"922","Total Stockholders' Equity","TTM",NA,NA,NA,"",NA
"923","Total Liabilities & Equity","TTM",100,NA,NA,"100.00",100
"924","Current Ratio","TTM",NA,NA,NA,"",NA
"925","Quick Ratio","TTM",NA,NA,NA,"",NA
"926","Financial Leverage","TTM",15.16,NA,NA,"15.16",15.16
"927","Debt/Equity","TTM",NA,NA,NA,"",NA
"928","Days Sales Outstanding","TTM",NA,NA,NA,"",NA
"929","Days Inventory","TTM",NA,NA,NA,"",NA
"930","Payables Period","TTM",NA,NA,NA,"",NA
"931","Cash Conversion Cycle","TTM",NA,NA,NA,"",NA
"932","Receivables Turnover","TTM",NA,NA,NA,"",NA
"933","Inventory Turnover","TTM",NA,NA,NA,"",NA
"934","Fixed Assets Turnover","TTM",9.75,NA,NA,"9.75",9.75
"935","Asset Turnover","TTM",0.02,NA,NA,"0.02",0.02
