"","metric","variable","value","year","month","raw_value","untrans_value"
"813","10-Year Average","X2016.12",-1.27,"2016","12","-1.27",-1.27
"814","Operating Cash Flow Growth % YOY","X2016.12",NA,"2016","12","",NA
"815","Free Cash Flow Growth % YOY","X2016.12",NA,"2016","12","",NA
"816","Cap Ex as a % of Sales","X2016.12",0.0098,"2016","12","0.98",0.98
"817","Free Cash Flow/Sales %","X2016.12",0.1549,"2016","12","15.49",15.49
"818","Free Cash Flow/Net Income","X2016.12",4.38,"2016","12","4.38",4.38
"819","Cash & Short-Term Investments","X2016.12",2.49,"2016","12","2.49",2.49
"820","Accounts Receivable","X2016.12",0.5,"2016","12","0.50",0.5
"821","Inventory","X2016.12",NA,"2016","12","",NA
"822","Other Current Assets","X2016.12",NA,"2016","12","",NA
"823","Total Current Assets","X2016.12",NA,"2016","12","",NA
"824","Net PP&E","X2016.12",1.13,"2016","12","1.13",1.13
"825","Intangibles","X2016.12",NA,"2016","12","",NA
"826","Other Long-Term Assets","X2016.12",NA,"2016","12","",NA
"827","Total Assets","X2016.12",100,"2016","12","100.00",100
"828","Accounts Payable","X2016.12",4.75,"2016","12","4.75",4.75
"829","Short-Term Debt","X2016.12",NA,"2016","12","",NA
"830","Taxes Payable","X2016.12",0.05,"2016","12","0.05",0.05
"831","Accrued Liabilities","X2016.12",NA,"2016","12","",NA
"832","Other Short-Term Liabilities","X2016.12",NA,"2016","12","",NA
"833","Total Current Liabilities","X2016.12",NA,"2016","12","",NA
"834","Long-Term Debt","X2016.12",2.01,"2016","12","2.01",2.01
"835","Other Long-Term Liabilities","X2016.12",NA,"2016","12","",NA
"836","Total Liabilities","X2016.12",88.74,"2016","12","88.74",88.74
"837","Total Stockholders' Equity","X2016.12",11.26,"2016","12","11.26",11.26
"838","Total Liabilities & Equity","X2016.12",100,"2016","12","100.00",100
"839","Current Ratio","X2016.12",NA,"2016","12","",NA
"840","Quick Ratio","X2016.12",NA,"2016","12","",NA
"841","Financial Leverage","X2016.12",8.88,"2016","12","8.88",8.88
"842","Debt/Equity","X2016.12",0.18,"2016","12","0.18",0.18
"843","Days Sales Outstanding","X2016.12",NA,"2016","12","",NA
"844","Days Inventory","X2016.12",NA,"2016","12","",NA
"845","Payables Period","X2016.12",NA,"2016","12","",NA
"846","Cash Conversion Cycle","X2016.12",NA,"2016","12","",NA
"847","Receivables Turnover","X2016.12",NA,"2016","12","",NA
"848","Inventory Turnover","X2016.12",NA,"2016","12","",NA
"849","Fixed Assets Turnover","X2016.12",18.85,"2016","12","18.85",18.85
"850","Asset Turnover","X2016.12",0.21,"2016","12","0.21",0.21
"851","Revenue CNY Mil","TTM",592528000000,NA,NA,"592,528",592528
"852","Gross Margin %","TTM",NA,NA,NA,"",NA
"853","Operating Income CNY Mil","TTM",25297000000,NA,NA,"25,297",25297
"854","Operating Margin %","TTM",0.043,NA,NA,"4.3",4.3
"855","Net Income CNY Mil","TTM",20025000000,NA,NA,"20,025",20025
"856","Earnings Per Share CNY","TTM",3.45,NA,NA,"3.45",3.45
"857","Dividends CNY","TTM",2.11,NA,NA,"2.11",2.11
"858","Payout Ratio % *","TTM",0.612,NA,NA,"61.2",61.2
"859","Shares Mil","TTM",5658000000,NA,NA,"5,658",5658
"860","Book Value Per Share * CNY","TTM",8.05,NA,NA,"8.05",8.05
"861","Operating Cash Flow CNY Mil","TTM",194725000000,NA,NA,"194,725",194725
"862","Cap Spending CNY Mil","TTM",-6505000000,NA,NA,"-6,505",-6505
"863","Free Cash Flow CNY Mil","TTM",188220000000,NA,NA,"188,220",188220
"864","Free Cash Flow Per Share * CNY","TTM",NA,NA,NA,"",NA
"865","Working Capital CNY Mil","TTM",NA,NA,NA,"",NA
"866","Revenue","TTM",100,NA,NA,"100.00",100
"867","COGS","TTM",NA,NA,NA,"",NA
"868","Gross Margin","TTM",NA,NA,NA,"",NA
"869","SG&A","TTM",5.45,NA,NA,"5.45",5.45
"870","R&D","TTM",NA,NA,NA,"",NA
"871","Other","TTM",90.28,NA,NA,"90.28",90.28
"872","Operating Margin","TTM",4.27,NA,NA,"4.27",4.27
"873","Net Int Inc & Other","TTM",0.01,NA,NA,"0.01",0.01
"874","EBT Margin","TTM",4.27,NA,NA,"4.27",4.27
"875","Tax Rate %","TTM",0.1905,NA,NA,"19.05",19.05
"876","Net Margin %","TTM",0.0338,NA,NA,"3.38",3.38
"877","Asset Turnover (Average)","TTM",0.22,NA,NA,"0.22",0.22
"878","Return on Assets %","TTM",0.0075,NA,NA,"0.75",0.75
"879","Financial Leverage (Average)","TTM",9.08,NA,NA,"9.08",9.08
"880","Return on Equity %","TTM",0.0642,NA,NA,"6.42",6.42
"881","Return on Invested Capital %","TTM",NA,NA,NA,"",NA
"882","Interest Coverage","TTM",NA,NA,NA,"",NA
"883","Year over Year","TTM",23.52,NA,NA,"23.52",23.52
"884","3-Year Average","TTM",NA,NA,NA,"",NA
"885","5-Year Average","TTM",NA,NA,NA,"",NA
"886","10-Year Average","TTM",NA,NA,NA,"",NA
"887","Year over Year","TTM",23.85,NA,NA,"23.85",23.85
"888","3-Year Average","TTM",NA,NA,NA,"",NA
"889","5-Year Average","TTM",NA,NA,NA,"",NA
"890","10-Year Average","TTM",NA,NA,NA,"",NA
"891","Year over Year","TTM",NA,NA,NA,"",NA
"892","3-Year Average","TTM",NA,NA,NA,"",NA
"893","5-Year Average","TTM",NA,NA,NA,"",NA
"894","10-Year Average","TTM",NA,NA,NA,"",NA
"895","Year over Year","TTM",16.67,NA,NA,"16.67",16.67
"896","3-Year Average","TTM",NA,NA,NA,"",NA
"897","5-Year Average","TTM",NA,NA,NA,"",NA
"898","10-Year Average","TTM",NA,NA,NA,"",NA
"899","Operating Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"900","Free Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"901","Cap Ex as a % of Sales","TTM",0.011,NA,NA,"1.10",1.1
"902","Free Cash Flow/Sales %","TTM",0.3177,NA,NA,"31.77",31.77
"903","Free Cash Flow/Net Income","TTM",9.4,NA,NA,"9.40",9.4
"904","Cash & Short-Term Investments","TTM",1.89,NA,NA,"1.89",1.89
"905","Accounts Receivable","TTM",3.58,NA,NA,"3.58",3.58
"906","Inventory","TTM",NA,NA,NA,"",NA
"907","Other Current Assets","TTM",NA,NA,NA,"",NA
"908","Total Current Assets","TTM",NA,NA,NA,"",NA
"909","Net PP&E","TTM",1.1,NA,NA,"1.10",1.1
"910","Intangibles","TTM",0.23,NA,NA,"0.23",0.23
"911","Other Long-Term Assets","TTM",NA,NA,NA,"",NA
"912","Total Assets","TTM",100,NA,NA,"100.00",100
"913","Accounts Payable","TTM",5.14,NA,NA,"5.14",5.14
"914","Short-Term Debt","TTM",0.03,NA,NA,"0.03",0.03
"915","Taxes Payable","TTM",0.05,NA,NA,"0.05",0.05
"916","Accrued Liabilities","TTM",NA,NA,NA,"",NA
"917","Other Short-Term Liabilities","TTM",NA,NA,NA,"",NA
"918","Total Current Liabilities","TTM",NA,NA,NA,"",NA
"919","Long-Term Debt","TTM",1.91,NA,NA,"1.91",1.91
"920","Other Long-Term Liabilities","TTM",NA,NA,NA,"",NA
"921","Total Liabilities","TTM",88.98,NA,NA,"88.98",88.98
"922","Total Stockholders' Equity","TTM",11.02,NA,NA,"11.02",11.02
"923","Total Liabilities & Equity","TTM",100,NA,NA,"100.00",100
"924","Current Ratio","TTM",NA,NA,NA,"",NA
"925","Quick Ratio","TTM",NA,NA,NA,"",NA
"926","Financial Leverage","TTM",9.08,NA,NA,"9.08",9.08
"927","Debt/Equity","TTM",0.17,NA,NA,"0.17",0.17
"928","Days Sales Outstanding","TTM",NA,NA,NA,"",NA
"929","Days Inventory","TTM",NA,NA,NA,"",NA
"930","Payables Period","TTM",NA,NA,NA,"",NA
"931","Cash Conversion Cycle","TTM",NA,NA,NA,"",NA
"932","Receivables Turnover","TTM",NA,NA,NA,"",NA
"933","Inventory Turnover","TTM",NA,NA,NA,"",NA
"934","Fixed Assets Turnover","TTM",20.66,NA,NA,"20.66",20.66
"935","Asset Turnover","TTM",0.22,NA,NA,"0.22",0.22
