"","metric","variable","value","year","month","raw_value","untrans_value"
"821","Inventory","X2016.12",NA,"2016","12","",NA
"822","Other Current Assets","X2016.12",NA,"2016","12","",NA
"823","Total Current Assets","X2016.12",NA,"2016","12","",NA
"824","Net PP&E","X2016.12",NA,"2016","12","",NA
"825","Intangibles","X2016.12",NA,"2016","12","",NA
"826","Other Long-Term Assets","X2016.12",NA,"2016","12","",NA
"827","Total Assets","X2016.12",100,"2016","12","100.00",100
"828","Accounts Payable","X2016.12",NA,"2016","12","",NA
"829","Short-Term Debt","X2016.12",NA,"2016","12","",NA
"830","Taxes Payable","X2016.12",NA,"2016","12","",NA
"831","Accrued Liabilities","X2016.12",NA,"2016","12","",NA
"832","Other Short-Term Liabilities","X2016.12",NA,"2016","12","",NA
"833","Total Current Liabilities","X2016.12",NA,"2016","12","",NA
"834","Long-Term Debt","X2016.12",6.2,"2016","12","6.20",6.2
"835","Other Long-Term Liabilities","X2016.12",NA,"2016","12","",NA
"836","Total Liabilities","X2016.12",84.69,"2016","12","84.69",84.69
"837","Total Stockholders' Equity","X2016.12",15.31,"2016","12","15.31",15.31
"838","Total Liabilities & Equity","X2016.12",100,"2016","12","100.00",100
"839","Current Ratio","X2016.12",NA,"2016","12","",NA
"840","Quick Ratio","X2016.12",NA,"2016","12","",NA
"841","Financial Leverage","X2016.12",6.53,"2016","12","6.53",6.53
"842","Debt/Equity","X2016.12",0.41,"2016","12","0.41",0.41
"843","Days Sales Outstanding","X2016.12",NA,"2016","12","",NA
"844","Days Inventory","X2016.12",NA,"2016","12","",NA
"845","Payables Period","X2016.12",NA,"2016","12","",NA
"846","Cash Conversion Cycle","X2016.12",NA,"2016","12","",NA
"847","Receivables Turnover","X2016.12",NA,"2016","12","",NA
"848","Inventory Turnover","X2016.12",NA,"2016","12","",NA
"849","Fixed Assets Turnover","X2016.12",NA,"2016","12","",NA
"850","Asset Turnover","X2016.12",0.11,"2016","12","0.11",0.11
"851","Revenue USD Mil","TTM",53220000000,NA,NA,"53,220",53220
"852","Gross Margin %","TTM",NA,NA,NA,"",NA
"853","Operating Income USD Mil","TTM",1867000000,NA,NA,"1,867",1867
"854","Operating Margin %","TTM",0.035,NA,NA,"3.5",3.5
"855","Net Income USD Mil","TTM",519000000,NA,NA,"519",519
"856","Earnings Per Share USD","TTM",0.56,NA,NA,"0.56",0.56
"857","Dividends USD","TTM",1.28,NA,NA,"1.28",1.28
"858","Payout Ratio % *","TTM",2.133,NA,NA,"213.3",213.3
"859","Shares Mil","TTM",1053000000,NA,NA,"1,053",1053
"860","Book Value Per Share * USD","TTM",80.33,NA,NA,"80.33",80.33
"861","Operating Cash Flow USD Mil","TTM",-7008000000,NA,NA,"-7,008",-7008
"862","Cap Spending USD Mil","TTM",NA,NA,NA,"",NA
"863","Free Cash Flow USD Mil","TTM",-7008000000,NA,NA,"-7,008",-7008
"864","Free Cash Flow Per Share * USD","TTM",NA,NA,NA,"",NA
"865","Working Capital USD Mil","TTM",NA,NA,NA,"",NA
"866","Revenue","TTM",100,NA,NA,"100.00",100
"867","COGS","TTM",NA,NA,NA,"",NA
"868","Gross Margin","TTM",NA,NA,NA,"",NA
"869","SG&A","TTM",19.6,NA,NA,"19.60",19.6
"870","R&D","TTM",NA,NA,NA,"",NA
"871","Other","TTM",76.9,NA,NA,"76.90",76.9
"872","Operating Margin","TTM",3.51,NA,NA,"3.51",3.51
"873","Net Int Inc & Other","TTM",NA,NA,NA,"",NA
"874","EBT Margin","TTM",3.51,NA,NA,"3.51",3.51
"875","Tax Rate %","TTM",0.4065,NA,NA,"40.65",40.65
"876","Net Margin %","TTM",0.0098,NA,NA,"0.98",0.98
"877","Asset Turnover (Average)","TTM",0.11,NA,NA,"0.11",0.11
"878","Return on Assets %","TTM",0.001,NA,NA,"0.10",0.1
"879","Financial Leverage (Average)","TTM",6.75,NA,NA,"6.75",6.75
"880","Return on Equity %","TTM",0.0064,NA,NA,"0.64",0.64
"881","Return on Invested Capital %","TTM",NA,NA,NA,"",NA
"882","Interest Coverage","TTM",NA,NA,NA,"",NA
"883","Year over Year","TTM",7.24,NA,NA,"7.24",7.24
"884","3-Year Average","TTM",NA,NA,NA,"",NA
"885","5-Year Average","TTM",NA,NA,NA,"",NA
"886","10-Year Average","TTM",NA,NA,NA,"",NA
"887","Year over Year","TTM",-907.01,NA,NA,"-907.01",-907.01
"888","3-Year Average","TTM",NA,NA,NA,"",NA
"889","5-Year Average","TTM",NA,NA,NA,"",NA
"890","10-Year Average","TTM",NA,NA,NA,"",NA
"891","Year over Year","TTM",NA,NA,NA,"",NA
"892","3-Year Average","TTM",NA,NA,NA,"",NA
"893","5-Year Average","TTM",NA,NA,NA,"",NA
"894","10-Year Average","TTM",NA,NA,NA,"",NA
"895","Year over Year","TTM",-837.5,NA,NA,"-837.50",-837.5
"896","3-Year Average","TTM",NA,NA,NA,"",NA
"897","5-Year Average","TTM",NA,NA,NA,"",NA
"898","10-Year Average","TTM",NA,NA,NA,"",NA
"899","Operating Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"900","Free Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"901","Cap Ex as a % of Sales","TTM",NA,NA,NA,"",NA
"902","Free Cash Flow/Sales %","TTM",-0.1317,NA,NA,"-13.17",-13.17
"903","Free Cash Flow/Net Income","TTM",-13.5,NA,NA,"-13.50",-13.5
"904","Cash & Short-Term Investments","TTM",2.6,NA,NA,"2.60",2.6
"905","Accounts Receivable","TTM",2.23,NA,NA,"2.23",2.23
"906","Inventory","TTM",NA,NA,NA,"",NA
"907","Other Current Assets","TTM",NA,NA,NA,"",NA
"908","Total Current Assets","TTM",NA,NA,NA,"",NA
"909","Net PP&E","TTM",NA,NA,NA,"",NA
"910","Intangibles","TTM",NA,NA,NA,"",NA
"911","Other Long-Term Assets","TTM",NA,NA,NA,"",NA
"912","Total Assets","TTM",100,NA,NA,"100.00",100
"913","Accounts Payable","TTM",NA,NA,NA,"",NA
"914","Short-Term Debt","TTM",NA,NA,NA,"",NA
"915","Taxes Payable","TTM",NA,NA,NA,"",NA
"916","Accrued Liabilities","TTM",NA,NA,NA,"",NA
"917","Other Short-Term Liabilities","TTM",NA,NA,NA,"",NA
"918","Total Current Liabilities","TTM",NA,NA,NA,"",NA
"919","Long-Term Debt","TTM",6.15,NA,NA,"6.15",6.15
"920","Other Long-Term Liabilities","TTM",NA,NA,NA,"",NA
"921","Total Liabilities","TTM",85.19,NA,NA,"85.19",85.19
"922","Total Stockholders' Equity","TTM",14.81,NA,NA,"14.81",14.81
"923","Total Liabilities & Equity","TTM",100,NA,NA,"100.00",100
"924","Current Ratio","TTM",NA,NA,NA,"",NA
"925","Quick Ratio","TTM",NA,NA,NA,"",NA
"926","Financial Leverage","TTM",6.75,NA,NA,"6.75",6.75
"927","Debt/Equity","TTM",0.42,NA,NA,"0.42",0.42
"928","Days Sales Outstanding","TTM",NA,NA,NA,"",NA
"929","Days Inventory","TTM",NA,NA,NA,"",NA
"930","Payables Period","TTM",NA,NA,NA,"",NA
"931","Cash Conversion Cycle","TTM",NA,NA,NA,"",NA
"932","Receivables Turnover","TTM",NA,NA,NA,"",NA
"933","Inventory Turnover","TTM",NA,NA,NA,"",NA
"934","Fixed Assets Turnover","TTM",NA,NA,NA,"",NA
"935","Asset Turnover","TTM",0.11,NA,NA,"0.11",0.11
