"","metric","variable","value","year","month","raw_value","untrans_value"
"815","Free Cash Flow Growth % YOY","X2016.12",NA,"2016","12","",NA
"816","Cap Ex as a % of Sales","X2016.12",0.0106,"2016","12","1.06",1.06
"817","Free Cash Flow/Sales %","X2016.12",0.0113,"2016","12","1.13",1.13
"818","Free Cash Flow/Net Income","X2016.12",0.24,"2016","12","0.24",0.24
"819","Cash & Short-Term Investments","X2016.12",1.88,"2016","12","1.88",1.88
"820","Accounts Receivable","X2016.12",NA,"2016","12","",NA
"821","Inventory","X2016.12",NA,"2016","12","",NA
"822","Other Current Assets","X2016.12",NA,"2016","12","",NA
"823","Total Current Assets","X2016.12",NA,"2016","12","",NA
"824","Net PP&E","X2016.12",0.25,"2016","12","0.25",0.25
"825","Intangibles","X2016.12",1.72,"2016","12","1.72",1.72
"826","Other Long-Term Assets","X2016.12",NA,"2016","12","",NA
"827","Total Assets","X2016.12",100,"2016","12","100.00",100
"828","Accounts Payable","X2016.12",NA,"2016","12","",NA
"829","Short-Term Debt","X2016.12",NA,"2016","12","",NA
"830","Taxes Payable","X2016.12",NA,"2016","12","",NA
"831","Accrued Liabilities","X2016.12",NA,"2016","12","",NA
"832","Other Short-Term Liabilities","X2016.12",NA,"2016","12","",NA
"833","Total Current Liabilities","X2016.12",NA,"2016","12","",NA
"834","Long-Term Debt","X2016.12",1.09,"2016","12","1.09",1.09
"835","Other Long-Term Liabilities","X2016.12",NA,"2016","12","",NA
"836","Total Liabilities","X2016.12",91.99,"2016","12","91.99",91.99
"837","Total Stockholders' Equity","X2016.12",8.01,"2016","12","8.01",8.01
"838","Total Liabilities & Equity","X2016.12",100,"2016","12","100.00",100
"839","Current Ratio","X2016.12",NA,"2016","12","",NA
"840","Quick Ratio","X2016.12",NA,"2016","12","",NA
"841","Financial Leverage","X2016.12",12.48,"2016","12","12.48",12.48
"842","Debt/Equity","X2016.12",0.14,"2016","12","0.14",0.14
"843","Days Sales Outstanding","X2016.12",NA,"2016","12","",NA
"844","Days Inventory","X2016.12",NA,"2016","12","",NA
"845","Payables Period","X2016.12",NA,"2016","12","",NA
"846","Cash Conversion Cycle","X2016.12",NA,"2016","12","",NA
"847","Receivables Turnover","X2016.12",NA,"2016","12","",NA
"848","Inventory Turnover","X2016.12",NA,"2016","12","",NA
"849","Fixed Assets Turnover","X2016.12",64.26,"2016","12","64.26",64.26
"850","Asset Turnover","X2016.12",0.18,"2016","12","0.18",0.18
"851","Revenue USD Mil","TTM",67245000000,NA,NA,"67,245",67245
"852","Gross Margin %","TTM",NA,NA,NA,"",NA
"853","Operating Income USD Mil","TTM",5321000000,NA,NA,"5,321",5321
"854","Operating Margin %","TTM",0.079,NA,NA,"7.9",7.9
"855","Net Income USD Mil","TTM",3211000000,NA,NA,"3,211",3211
"856","Earnings Per Share USD","TTM",2.14,NA,NA,"2.14",2.14
"857","Dividends USD","TTM",1.77,NA,NA,"1.77",1.77
"858","Payout Ratio % *","TTM",0.83,NA,NA,"83.0",83
"859","Shares Mil","TTM",1503000000,NA,NA,"1,503",1503
"860","Book Value Per Share * USD","TTM",20.52,NA,NA,"20.52",20.52
"861","Operating Cash Flow USD Mil","TTM",1473000000,NA,NA,"1,473",1473
"862","Cap Spending USD Mil","TTM",-715000000,NA,NA,"-715",-715
"863","Free Cash Flow USD Mil","TTM",758000000,NA,NA,"758",758
"864","Free Cash Flow Per Share * USD","TTM",NA,NA,NA,"",NA
"865","Working Capital USD Mil","TTM",NA,NA,NA,"",NA
"866","Revenue","TTM",100,NA,NA,"100.00",100
"867","COGS","TTM",NA,NA,NA,"",NA
"868","Gross Margin","TTM",NA,NA,NA,"",NA
"869","SG&A","TTM",11.12,NA,NA,"11.12",11.12
"870","R&D","TTM",NA,NA,NA,"",NA
"871","Other","TTM",80.97,NA,NA,"80.97",80.97
"872","Operating Margin","TTM",7.91,NA,NA,"7.91",7.91
"873","Net Int Inc & Other","TTM",NA,NA,NA,"",NA
"874","EBT Margin","TTM",7.91,NA,NA,"7.91",7.91
"875","Tax Rate %","TTM",0.3464,NA,NA,"34.64",34.64
"876","Net Margin %","TTM",0.0478,NA,NA,"4.78",4.78
"877","Asset Turnover (Average)","TTM",0.18,NA,NA,"0.18",0.18
"878","Return on Assets %","TTM",0.0084,NA,NA,"0.84",0.84
"879","Financial Leverage (Average)","TTM",12.48,NA,NA,"12.48",12.48
"880","Return on Equity %","TTM",0.1039,NA,NA,"10.39",10.39
"881","Return on Invested Capital %","TTM",NA,NA,NA,"",NA
"882","Interest Coverage","TTM",NA,NA,NA,"",NA
"883","Year over Year","TTM",-19.29,NA,NA,"-19.29",-19.29
"884","3-Year Average","TTM",NA,NA,NA,"",NA
"885","5-Year Average","TTM",NA,NA,NA,"",NA
"886","10-Year Average","TTM",NA,NA,NA,"",NA
"887","Year over Year","TTM",-1539.29,NA,NA,"-1539.29",-1539.29
"888","3-Year Average","TTM",NA,NA,NA,"",NA
"889","5-Year Average","TTM",NA,NA,NA,"",NA
"890","10-Year Average","TTM",NA,NA,NA,"",NA
"891","Year over Year","TTM",NA,NA,NA,"",NA
"892","3-Year Average","TTM",NA,NA,NA,"",NA
"893","5-Year Average","TTM",NA,NA,NA,"",NA
"894","10-Year Average","TTM",NA,NA,NA,"",NA
"895","Year over Year","TTM",-259.09,NA,NA,"-259.09",-259.09
"896","3-Year Average","TTM",NA,NA,NA,"",NA
"897","5-Year Average","TTM",NA,NA,NA,"",NA
"898","10-Year Average","TTM",NA,NA,NA,"",NA
"899","Operating Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"900","Free Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"901","Cap Ex as a % of Sales","TTM",0.0106,NA,NA,"1.06",1.06
"902","Free Cash Flow/Sales %","TTM",0.0113,NA,NA,"1.13",1.13
"903","Free Cash Flow/Net Income","TTM",0.24,NA,NA,"0.24",0.24
"904","Cash & Short-Term Investments","TTM",1.88,NA,NA,"1.88",1.88
"905","Accounts Receivable","TTM",NA,NA,NA,"",NA
"906","Inventory","TTM",NA,NA,NA,"",NA
"907","Other Current Assets","TTM",NA,NA,NA,"",NA
"908","Total Current Assets","TTM",NA,NA,NA,"",NA
"909","Net PP&E","TTM",0.25,NA,NA,"0.25",0.25
"910","Intangibles","TTM",1.72,NA,NA,"1.72",1.72
"911","Other Long-Term Assets","TTM",NA,NA,NA,"",NA
"912","Total Assets","TTM",100,NA,NA,"100.00",100
"913","Accounts Payable","TTM",NA,NA,NA,"",NA
"914","Short-Term Debt","TTM",NA,NA,NA,"",NA
"915","Taxes Payable","TTM",NA,NA,NA,"",NA
"916","Accrued Liabilities","TTM",NA,NA,NA,"",NA
"917","Other Short-Term Liabilities","TTM",NA,NA,NA,"",NA
"918","Total Current Liabilities","TTM",NA,NA,NA,"",NA
"919","Long-Term Debt","TTM",1.09,NA,NA,"1.09",1.09
"920","Other Long-Term Liabilities","TTM",NA,NA,NA,"",NA
"921","Total Liabilities","TTM",91.99,NA,NA,"91.99",91.99
"922","Total Stockholders' Equity","TTM",8.01,NA,NA,"8.01",8.01
"923","Total Liabilities & Equity","TTM",100,NA,NA,"100.00",100
"924","Current Ratio","TTM",NA,NA,NA,"",NA
"925","Quick Ratio","TTM",NA,NA,NA,"",NA
"926","Financial Leverage","TTM",12.48,NA,NA,"12.48",12.48
"927","Debt/Equity","TTM",0.14,NA,NA,"0.14",0.14
"928","Days Sales Outstanding","TTM",NA,NA,NA,"",NA
"929","Days Inventory","TTM",NA,NA,NA,"",NA
"930","Payables Period","TTM",NA,NA,NA,"",NA
"931","Cash Conversion Cycle","TTM",NA,NA,NA,"",NA
"932","Receivables Turnover","TTM",NA,NA,NA,"",NA
"933","Inventory Turnover","TTM",NA,NA,NA,"",NA
"934","Fixed Assets Turnover","TTM",64.26,NA,NA,"64.26",64.26
"935","Asset Turnover","TTM",0.18,NA,NA,"0.18",0.18
